"Datetime","Station","WY","WYClass","Inundation","VolumeAdj","ConditionCode","Category","OrganismID","TaxonRank","TaxonName","LifeStage","Count","CPUEOrig","CPUE","fWY","fMonth","Date","Kingdom","Phylum","Subphylum","Class","Subclass","Infraclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Genus","Species","CommonName","Season2","Season1","Season3","Year","Month"
"2016-10-31 09:18:00","STTD",2017,"Wet",FALSE,19.697869049869,1,"Aquatic Insect",34,"Family","Chironomidae","Pupae",1,0.051,0.051,"2017","10",2016-10-31,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","","","Chironomidae","Winter","Wet","Fall",2016,10
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Insect",56,"Family","Leptoceridae","Larvae",7,0.219,0.219,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Leptoceridae","","","Leptoceridae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Insect",64,"Order","Diptera","Larvae",1,0.031,0.031,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","","","","","","","Diptera","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Insect",64,"Order","Diptera","Adults",18,0.564,0.564,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","","","","","","","Diptera","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Insect",64,"Order","Diptera","Pupae",2,0.063,0.063,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","","","","","","","Diptera","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Insect",159,"Order","Trichoptera","Adults",1,0.031,0.031,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","","","","Trichoptera","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Non-Insect",157,"Order","Araneae",NA,2,0.063,0.063,"2017","11",2016-11-01,"Animalia","Arthropoda","Chelicerata","Arachnida","","","","Araneae","","","","","","","Araneae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Non-Insect",20,"Family","Physidae",NA,2,0.063,0.063,"2017","11",2016-11-01,"Animalia","Mollusca","","Gastropoda","Heterobranchia","","","Hygrophila","","","Lymneoidea","Physidae","","","Physidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Non-Insect",15,"Family","Hyalellidae",NA,10,0.313,0.313,"2017","11",2016-11-01,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Hyalellidae","","","Hyalellidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Insect",71,"Order","Hemiptera","Adults",27,0.846,0.846,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Hemiptera","","","","","","","Hemiptera","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Insect",63,"Order","Coleoptera","Adults",7,0.219,0.219,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","","","","","","","Coleoptera","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Insect",63,"Order","Coleoptera","Larvae",2,0.063,0.063,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","","","","","","","Coleoptera","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Insect",85,"Order","Thysanoptera","Adults",3,0.094,0.094,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Thysanoptera","","","","","","","Thysanoptera","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Non-Insect",28,"Family","Lebertiidae",NA,4,0.125,0.125,"2017","11",2016-11-01,"Animalia","Arthropoda","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","Lebertoidea","Lebertiidae","","","Lebertiidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Non-Insect",120,"Family","Lebertiidae",NA,4,0.125,0.125,"2017","11",2016-11-01,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","","Acariformes","Trombidiformes","","","","Lebertiidae","","","Lebertiidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Insect",30,"Family","Dytiscidae","Adults",23,0.721,0.721,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscidae","","","Dytiscidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Insect",73,"Order","Lepidoptera","Larvae",1,0.031,0.031,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Lepidoptera","","","","","","","Lepidoptera","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Insect",66,"Order","Hymenoptera","Adults",8,0.251,0.251,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Hymenoptera","","","","","","","Hymenoptera","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Insect",66,"Order","Hymenoptera","Larvae",1,0.031,0.031,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Hymenoptera","","","","","","","Hymenoptera","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Insect",34,"Family","Chironomidae","Larvae",7,0.219,0.219,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","","","Chironomidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Insect",34,"Family","Chironomidae","Pupae",2,0.063,0.063,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Chironomidae","","","Chironomidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Insect",52,"Family","Hydraenidae","Adults",1,0.031,0.031,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Polyphaga","","","Hydraenidae","","","Hydraenidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Insect",37,"Family","Psychodidae","Pupae",1,0.031,0.031,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","Nematocera","","","Psychodidae","","","Psychodidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Non-Insect",21,"Family","Planorbidae",NA,5,0.157,0.157,"2017","11",2016-11-01,"Animalia","Mollusca","","Gastropoda","Heterobranchia","","","Hygrophila","","","Planorboidea","Planorbidae","","","Planorbidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Non-Insect",152,"Class","Turbellaria",NA,3,0.094,0.094,"2017","11",2016-11-01,"Animalia","Platyhelminthes","","Turbellaria","","","","","","","","","","","Other Turbellaria","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Insect",46,"Family","Coenagrionidae","Larvae",1,0.031,0.031,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Odonata","Zygoptera","","","Coenagrionidae","","","Coenagrionidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Aquatic Insect",44,"Family","Corixidae","Larvae",3,0.094,0.094,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Hemiptera","Heteroptera","","","Corixidae","","","Corixidae","Winter","Wet","Fall",2016,11
"2016-11-01 10:00:00","SHR",2017,"Wet",FALSE,31.9021265941266,1,"Terrestrial Non-Insect",68,"Order","Collembola",NA,1,0.031,0.031,"2017","11",2016-11-01,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Collembola","","","","","","","Collembola","Winter","Wet","Fall",2016,11
"2016-11-14 09:00:00","STTD",2017,"Wet",FALSE,19.9412962892963,1,"Aquatic Non-Insect",104,"Family","Palaemonidae",NA,1,0.05,0.05,"2017","11",2016-11-14,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Eucarida","Decapoda","Pleocyemata","Caridea","Palaemonoidea","Palaemonidae","","","Palaemonidae","Winter","Wet","Fall",2016,11
"2016-11-14 09:00:00","STTD",2017,"Wet",FALSE,19.9412962892963,1,"Aquatic Non-Insect",21,"Family","Planorbidae",NA,2,0.1,0.1,"2017","11",2016-11-14,"Animalia","Mollusca","","Gastropoda","Heterobranchia","","","Hygrophila","","","Planorboidea","Planorbidae","","","Planorbidae","Winter","Wet","Fall",2016,11
"2016-11-14 09:00:00","STTD",2017,"Wet",FALSE,19.9412962892963,1,"Terrestrial Insect",64,"Order","Diptera","Adults",7,0.351,0.351,"2017","11",2016-11-14,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","","","","","","","Diptera","Winter","Wet","Fall",2016,11
"2016-11-14 09:00:00","STTD",2017,"Wet",FALSE,19.9412962892963,1,"Aquatic Non-Insect",106,"Family","Lymnaeidae",NA,1,0.05,0.05,"2017","11",2016-11-14,"Animalia","Mollusca","","Gastropoda","Heterobranchia","","","Hygrophila","","","Lymneoidea","Lymnaeidae","","","Lymnaeidae","Winter","Wet","Fall",2016,11
"2016-11-14 09:00:00","STTD",2017,"Wet",FALSE,19.9412962892963,1,"Terrestrial Insect",71,"Order","Hemiptera","Larvae",2,0.1,0.1,"2017","11",2016-11-14,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Hemiptera","","","","","","","Hemiptera","Winter","Wet","Fall",2016,11
"2016-11-14 09:00:00","STTD",2017,"Wet",FALSE,19.9412962892963,1,"Terrestrial Non-Insect",68,"Order","Collembola",NA,6,0.301,0.301,"2017","11",2016-11-14,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Collembola","","","","","","","Collembola","Winter","Wet","Fall",2016,11
"2016-11-18 09:47:00","SHR",2017,"Wet",FALSE,31.8823892503893,1,"Terrestrial Insect",64,"Order","Diptera","Adults",16,0.502,0.502,"2017","11",2016-11-18,"Animalia","Arthropoda","Hexapoda","Insecta","","","","Diptera","","","","","","","Diptera","Winter","Wet","Fall",2016,11
"2016-11-18 09:47:00","SHR",2017,"Wet",FALSE,31.8823892503893,1,"Aquatic Insect",30,"Family","Dytiscidae","Adults",2,0.063,0.063,"2017","11",2016-11-18,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Coleoptera","Adephaga","","","Dytiscidae","","","Dytiscidae","Winter","Wet","Fall",2016,11
"2016-11-18 09:47:00","SHR",2017,"Wet",FALSE,31.8823892503893,1,"Aquatic Non-Insect",106,"Family","Lymnaeidae",NA,1,0.031,0.031,"2017","11",2016-11-18,"Animalia","Mollusca","","Gastropoda","Heterobranchia","","","Hygrophila","","","Lymneoidea","Lymnaeidae","","","Lymnaeidae","Winter","Wet","Fall",2016,11
"2016-11-18 09:47:00","SHR",2017,"Wet",FALSE,31.8823892503893,1,"Aquatic Non-Insect",1,"Family","Glossiphoniidae",NA,1,0.031,0.031,"2017","11",2016-11-18,"Animalia","Annelida","","Clitellata","Hirudinea","Euhirudinea","","Rhynchobdellida","","","","Glossiphoniidae","","","Glossiphoniidae","Winter","Wet","Fall",2016,11
"2016-11-18 09:47:00","SHR",2017,"Wet",FALSE,31.8823892503893,1,"Aquatic Non-Insect",15,"Family","Hyalellidae",NA,3,0.094,0.094,"2017","11",2016-11-18,"Animalia","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","","Peracarida","Amphipoda","Gammaridea","","","Hyalellidae","","","Hyalellidae","Winter","Wet","Fall",2016,11
"2016-11-18 09:47:00","SHR",2017,"Wet",FALSE,31.8823892503893,1,"Aquatic Insect",159,"Order","Trichoptera","Adults",2,0.063,0.063,"2017","11",2016-11-18,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","","","","Trichoptera","Winter","Wet","Fall",2016,11
"2016-11-18 09:47:00","SHR",2017,"Wet",FALSE,31.8823892503893,1,"Terrestrial Insect",71,"Order","Hemiptera","Adults",2,0.063,0.063,"2017","11",2016-11-18,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Hemiptera","","","","","","","Hemiptera","Winter","Wet","Fall",2016,11
"2016-11-18 09:47:00","SHR",2017,"Wet",FALSE,31.8823892503893,1,"Aquatic Non-Insect",28,"Family","Lebertiidae",NA,1,0.031,0.031,"2017","11",2016-11-18,"Animalia","Arthropoda","","Arachnida","Acari","","Acariformes","Trombidiformes","Prostigmata","","Lebertoidea","Lebertiidae","","","Lebertiidae","Winter","Wet","Fall",2016,11
"2016-11-18 09:47:00","SHR",2017,"Wet",FALSE,31.8823892503893,1,"Aquatic Non-Insect",120,"Family","Lebertiidae",NA,1,0.031,0.031,"2017","11",2016-11-18,"Animalia","Arthropoda","Chelicerata","Arachnida","Acari","","Acariformes","Trombidiformes","","","","Lebertiidae","","","Lebertiidae","Winter","Wet","Fall",2016,11
"2016-11-18 09:47:00","SHR",2017,"Wet",FALSE,31.8823892503893,1,"Aquatic Insect",56,"Family","Leptoceridae","Larvae",1,0.031,0.031,"2017","11",2016-11-18,"Animalia","Arthropoda","Hexapoda","Insecta","Pterygota","Neoptera","","Trichoptera","","","","Leptoceridae","","","Leptoceridae","Winter","Wet","Fall",2016,11
