"","Station.Code","Date","Time","WaterTemperature","SecchiDiskDepth","EC","SpCnd","pH","DO","Turbidity","ZoopNetType","StartMeter","EndMeter","FlowMeterSpeed","VolMeso","SubMeso","VolMicro","SubMicro","Count","Subsample","OrganismID","Classification","Organism","Year","Month","WY","CPUE","StageHeight_FW","Inundated","StageHeight_Ist","Estimated_Inundation","Inundation","InunMag","Season1","Season2","WY.Class"
"11","STTD",2016-10-04,"11:33",16.3,0.23,166,199,7.23,8.33,35.6,150,959962,961000,"Low",85,0.2,85,0.5,2,1,36,"Cladocera","Ceriodaphnia","2016","10","WY17",72.4921010608786,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"12","STTD",2016-10-04,"11:33",16.3,0.23,166,199,7.23,8.33,35.6,150,959962,961000,"Low",85,0.2,85,0.5,3,1,41,"Cladocera","Diaphanosoma","2016","10","WY17",108.738151591318,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"13","STTD",2016-10-04,"11:33",16.3,0.23,166,199,7.23,8.33,35.6,150,959962,961000,"Low",85,0.2,85,0.5,1,1,113,"Cladocera","Monospilus","2016","10","WY17",36.2460505304393,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"14","STTD",2016-10-04,"11:33",16.3,0.23,166,199,7.23,8.33,35.6,150,959962,961000,"Low",85,0.2,85,0.5,1,1,46,"Harpacticoids","Harpacticoids","2016","10","WY17",36.2460505304393,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"15","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,34,1,1,"Microzooplankton_Nauplii","Rotifers","2016","10","WY17",9.41382793293114,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"16","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,3,1,3,"Microzooplankton_Nauplii","Copepod nauplii","2016","10","WY17",0.830631876435101,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"17","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,2,1,6,"Microzooplankton_Nauplii","Ostracods","2016","10","WY17",0.553754584290067,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"18","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,5,1,10,"Cyclopoids","Acanthocyclops vernalis adult","2016","10","WY17",1.38438646072517,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"19","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,65,1,8,"Cyclopoids","Cyclopoid copepodid","2016","10","WY17",17.9970239894272,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"20","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,3,1,108,"Cyclopoids","Diacyclops thomasi","2016","10","WY17",0.830631876435101,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"21","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,2,1,90,"Cyclopoids","Eucyclops spp.","2016","10","WY17",0.553754584290067,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"22","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,2,1,84,"Cyclopoids","Microcyclops rubellus","2016","10","WY17",0.553754584290067,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"23","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,10,1,64,"Calanoids","Calanoid copepodids","2016","10","WY17",2.76877292145034,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"24","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,6,1,43,"Cladocera","Alona","2016","10","WY17",1.6612637528702,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"25","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,2,1,92,"Cladocera","Alonella","2016","10","WY17",0.553754584290067,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"26","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,45,1,35,"Cladocera","Bosmina","2016","10","WY17",12.4594781465265,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"27","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,3,1,39,"Cladocera","Camptocercus","2016","10","WY17",0.830631876435101,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"28","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,6,1,36,"Cladocera","Ceriodaphnia","2016","10","WY17",1.6612637528702,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"29","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,7,1,38,"Cladocera","Chydorus","2016","10","WY17",1.93814104501524,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"30","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,15,1,41,"Cladocera","Diaphanosoma","2016","10","WY17",4.1531593821755,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"31","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,2,1,93,"Cladocera","Eurycerus","2016","10","WY17",0.553754584290067,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"32","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,2,1,44,"Cladocera","Ilyocryptus","2016","10","WY17",0.553754584290067,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"33","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,2,1,45,"Cladocera","Macrothrix","2016","10","WY17",0.553754584290067,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"34","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,5,1,99,"Cladocera","Moina","2016","10","WY17",1.38438646072517,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"35","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,20,1,113,"Cladocera","Monospilus","2016","10","WY17",5.53754584290067,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"36","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,1,1,88,"Cladocera","Picripleuroxus","2016","10","WY17",0.276877292145034,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"37","SHR",2016-10-05,"10:25",16.04,2.1,94,113,7.68,10.15,4.6,150,957904,960000,"Low",59,9,59,9,2,1,46,"Harpacticoids","Harpacticoids","2016","10","WY17",0.553754584290067,15.89,"No",6.26,"No",FALSE,"Low","Oct-April","Fall","Wet"
"38","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,21,1,1,"Microzooplankton_Nauplii","Rotifers","2016","10","WY17",18.0587095523361,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"39","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,8,1,3,"Microzooplankton_Nauplii","Copepod nauplii","2016","10","WY17",6.87950840088996,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"40","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,2,1,6,"Microzooplankton_Nauplii","Ostracods","2016","10","WY17",1.71987710022249,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"41","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,37,1,8,"Cyclopoids","Cyclopoid copepodid","2016","10","WY17",31.8177263541161,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"42","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,2,1,90,"Cyclopoids","Eucyclops spp.","2016","10","WY17",1.71987710022249,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"43","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,5,1,84,"Cyclopoids","Microcyclops rubellus","2016","10","WY17",4.29969275055622,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"44","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,4,1,64,"Calanoids","Calanoid copepodids","2016","10","WY17",3.43975420044498,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"45","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,1,1,43,"Cladocera","Alona","2016","10","WY17",0.859938550111245,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"46","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,8,1,92,"Cladocera","Alonella","2016","10","WY17",6.87950840088996,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"47","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,20,1,35,"Cladocera","Bosmina","2016","10","WY17",17.1987710022249,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"48","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,10,1,36,"Cladocera","Ceriodaphnia","2016","10","WY17",8.59938550111245,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"49","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,7,1,38,"Cladocera","Chydorus","2016","10","WY17",6.01956985077871,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"50","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,1,1,41,"Cladocera","Diaphanosoma","2016","10","WY17",0.859938550111245,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"51","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,1,1,102,"Cladocera","Disparalona","2016","10","WY17",0.859938550111245,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"52","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,2,1,93,"Cladocera","Eurycerus","2016","10","WY17",1.71987710022249,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"53","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,1,1,86,"Cladocera","Kurzia","2016","10","WY17",0.859938550111245,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"54","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,1,1,45,"Cladocera","Macrothrix","2016","10","WY17",0.859938550111245,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"55","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,8,1,95,"Cladocera","Monospilus","2016","10","WY17",6.87950840088996,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"56","SHR",2016-10-19,"10:30",15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,"Low",77,3.1,77,3.1,1,1,103,"Cladocera","Simocephalus","2016","10","WY17",0.859938550111245,13.57,"No",5.96,"No",FALSE,"Low","Oct-April","Fall","Wet"
"57","STTD",2016-10-18,"9:13",17.03,0.3,153,180,7.35,8.81,27.7,150,956713,958000,"Low",55,0.2,55,1.4,20,1,1,"Microzooplankton_Nauplii","Rotifers","2016","10","WY17",54.0449622216419,13.74,"No",6.25,"No",FALSE,"Low","Oct-April","Fall","Wet"
"58","STTD",2016-10-18,"9:13",17.03,0.3,153,180,7.35,8.81,27.7,150,956713,958000,"Low",55,0.2,55,1.4,282,1,3,"Microzooplankton_Nauplii","Copepod nauplii","2016","10","WY17",762.033967325151,13.74,"No",6.25,"No",FALSE,"Low","Oct-April","Fall","Wet"
"59","STTD",2016-10-18,"9:13",17.03,0.3,153,180,7.35,8.81,27.7,150,956713,958000,"Low",55,0.2,55,1.4,12,1,6,"Microzooplankton_Nauplii","Ostracods","2016","10","WY17",32.4269773329851,13.74,"No",6.25,"No",FALSE,"Low","Oct-April","Fall","Wet"
"60","STTD",2016-10-18,"9:13",17.03,0.3,153,180,7.35,8.81,27.7,150,956713,958000,"Low",55,0.2,55,1.4,5,1,8,"Cyclopoids","Cyclopoid copepodid","2016","10","WY17",94.5786838878733,13.74,"No",6.25,"No",FALSE,"Low","Oct-April","Fall","Wet"
"61","STTD",2016-10-18,"9:13",17.03,0.3,153,180,7.35,8.81,27.7,150,956713,958000,"Low",55,0.2,55,1.4,182,1,64,"Calanoids","Calanoid copepodids","2016","10","WY17",3442.66409351859,13.74,"No",6.25,"No",FALSE,"Low","Oct-April","Fall","Wet"
"62","STTD",2016-10-18,"9:13",17.03,0.3,153,180,7.35,8.81,27.7,150,956713,958000,"Low",55,0.2,55,1.4,7,1,23,"Calanoids","Pseudodiaptomus forbesi adult","2016","10","WY17",132.410157443023,13.74,"No",6.25,"No",FALSE,"Low","Oct-April","Fall","Wet"
"63","STTD",2016-10-18,"9:13",17.03,0.3,153,180,7.35,8.81,27.7,150,956713,958000,"Low",55,0.2,55,1.4,1,1,43,"Cladocera","Alona","2016","10","WY17",18.9157367775747,13.74,"No",6.25,"No",FALSE,"Low","Oct-April","Fall","Wet"
"64","STTD",2016-10-18,"9:13",17.03,0.3,153,180,7.35,8.81,27.7,150,956713,958000,"Low",55,0.2,55,1.4,1,1,39,"Cladocera","Camptocercus","2016","10","WY17",18.9157367775747,13.74,"No",6.25,"No",FALSE,"Low","Oct-April","Fall","Wet"
"65","STTD",2016-10-18,"9:13",17.03,0.3,153,180,7.35,8.81,27.7,150,956713,958000,"Low",55,0.2,55,1.4,9,1,36,"Cladocera","Ceriodaphnia","2016","10","WY17",170.241630998172,13.74,"No",6.25,"No",FALSE,"Low","Oct-April","Fall","Wet"
"66","STTD",2016-10-18,"9:13",17.03,0.3,153,180,7.35,8.81,27.7,150,956713,958000,"Low",55,0.2,55,1.4,1,1,38,"Cladocera","Chydorus","2016","10","WY17",18.9157367775747,13.74,"No",6.25,"No",FALSE,"Low","Oct-April","Fall","Wet"
"67","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,10,1,1,"Microzooplankton_Nauplii","Rotifers","2016","11","WY17",60.2933070792095,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"68","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,3,1,3,"Microzooplankton_Nauplii","Copepod nauplii","2016","11","WY17",18.0879921237629,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"69","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,26,1,8,"Cyclopoids","Cyclopoid copepodid","2016","11","WY17",156.762598405945,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"70","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,3,1,96,"Cyclopoids","Eucyclops prionophorus","2016","11","WY17",18.0879921237629,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"71","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,1,1,84,"Cyclopoids","Microcyclops rubellus","2016","11","WY17",6.02933070792095,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"72","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,3,1,119,"Cyclopoids","Paracyclops fimbriatus","2016","11","WY17",18.0879921237629,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"73","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,2,1,85,"Calanoids","Arctodiaptomus dorsalis","2016","11","WY17",12.0586614158419,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"74","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,4,1,64,"Calanoids","Calanoid copepodids","2016","11","WY17",24.1173228316838,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"75","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,2,1,33,"Calanoids","Osphranticum labronectum","2016","11","WY17",12.0586614158419,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"76","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,6,1,43,"Cladocera","Alona","2016","11","WY17",36.1759842475257,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"77","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,46,1,35,"Cladocera","Bosmina","2016","11","WY17",277.349212564364,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"78","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,46,1,36,"Cladocera","Ceriodaphnia","2016","11","WY17",277.349212564364,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"79","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,4,1,38,"Cladocera","Chydorus","2016","11","WY17",24.1173228316838,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"80","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,3,1,37,"Cladocera","Daphnia","2016","11","WY17",18.0879921237629,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"81","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,1,1,114,"Cladocera","Disparalona","2016","11","WY17",6.02933070792095,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"82","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,1,1,113,"Cladocera","Monospilus","2016","11","WY17",6.02933070792095,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"83","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,2,1,103,"Cladocera","Simocephalus","2016","11","WY17",12.0586614158419,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"84","SHR",2016-11-29,"10:15",10.3,0.75,115,161,7.42,10.07,12.6,150,941483,944000,"Low",120,0.7,120,0.7,3,1,118,"Cyclopoids","Ectocyclops phaleratus","2016","11","WY17",18.0879921237629,18.61,"No",8.18,"No",FALSE,"Low","Oct-April","Fall","Wet"
"85","STTD",2016-11-28,"9:28",12.1,0.54,280,371,7.79,8.67,12.9,150,943697,944000,"Low",153,0.8,153,1,39,1,1,"Microzooplankton_Nauplii","Rotifers","2016","11","WY17",1743.3417238494,17.27,"No",7.71,"No",FALSE,"Low","Oct-April","Fall","Wet"
"86","STTD",2016-11-28,"9:28",12.1,0.54,280,371,7.79,8.67,12.9,150,943697,944000,"Low",153,0.8,153,1,152,1,3,"Microzooplankton_Nauplii","Copepod nauplii","2016","11","WY17",6794.56261602843,17.27,"No",7.71,"No",FALSE,"Low","Oct-April","Fall","Wet"
"87","STTD",2016-11-28,"9:28",12.1,0.54,280,371,7.79,8.67,12.9,150,943697,944000,"Low",153,0.8,153,1,1,1,6,"Microzooplankton_Nauplii","Ostracods","2016","11","WY17",44.7010698422923,17.27,"No",7.71,"No",FALSE,"Low","Oct-April","Fall","Wet"
"88","STTD",2016-11-28,"9:28",12.1,0.54,280,371,7.79,8.67,12.9,150,943697,944000,"Low",153,0.8,153,1,1,1,10,"Cyclopoids","Acanthocyclops vernalis adult","2016","11","WY17",55.8763373028653,17.27,"No",7.71,"No",FALSE,"Low","Oct-April","Fall","Wet"
"89","STTD",2016-11-28,"9:28",12.1,0.54,280,371,7.79,8.67,12.9,150,943697,944000,"Low",153,0.8,153,1,31,1,8,"Cyclopoids","Cyclopoid copepodid","2016","11","WY17",1732.16645638883,17.27,"No",7.71,"No",FALSE,"Low","Oct-April","Fall","Wet"
"90","STTD",2016-11-28,"9:28",12.1,0.54,280,371,7.79,8.67,12.9,150,943697,944000,"Low",153,0.8,153,1,2,1,16,"Cyclopoids","Limnoithona tetraspina","2016","11","WY17",111.752674605731,17.27,"No",7.71,"No",FALSE,"Low","Oct-April","Fall","Wet"
"91","STTD",2016-11-28,"9:28",12.1,0.54,280,371,7.79,8.67,12.9,150,943697,944000,"Low",153,0.8,153,1,89,1,64,"Calanoids","Calanoid copepodids","2016","11","WY17",4972.99401995502,17.27,"No",7.71,"No",FALSE,"Low","Oct-April","Fall","Wet"
"92","STTD",2016-11-28,"9:28",12.1,0.54,280,371,7.79,8.67,12.9,150,943697,944000,"Low",153,0.8,153,1,1,1,23,"Calanoids","Pseudodiaptomus forbesi adult","2016","11","WY17",55.8763373028653,17.27,"No",7.71,"No",FALSE,"Low","Oct-April","Fall","Wet"
"93","STTD",2016-11-28,"9:28",12.1,0.54,280,371,7.79,8.67,12.9,150,943697,944000,"Low",153,0.8,153,1,2,1,27,"Calanoids","Sinocalanus doerrii adult","2016","11","WY17",111.752674605731,17.27,"No",7.71,"No",FALSE,"Low","Oct-April","Fall","Wet"
"94","STTD",2016-11-28,"9:28",12.1,0.54,280,371,7.79,8.67,12.9,150,943697,944000,"Low",153,0.8,153,1,2,1,43,"Cladocera","Alona","2016","11","WY17",111.752674605731,17.27,"No",7.71,"No",FALSE,"Low","Oct-April","Fall","Wet"
