StationCode,Date,Time,Analyte,Result,Units,Method,Depth,Purpose
STTD,10/18/2016,9:13,DON,0.2,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
STTD,10/18/2016,9:13,DOP,0.09,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
STTD,10/18/2016,9:13,TOP,0.13,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
STTD,10/18/2016,9:13,DisSilica,14.3,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
STTD,10/18/2016,9:13,TSS,22,mg/L,EPA 160.2 [1]*,0,Normal Sample
STTD,10/18/2016,9:13,VSS,2,mg/L,EPA 160.4 [1]*,0,Normal Sample
STTD,10/18/2016,9:13,TDS,100,mg/L,Std Method 2540 C [1]*,0,Normal Sample
STTD,10/18/2016,9:13,TKN,0.3,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
LIS,10/18/2016,9:27,DisAmmonia,0.03,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
LIS,10/18/2016,9:27,DisCalcium,13,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,10/18/2016,9:27,DisChloride,11,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
LIS,10/18/2016,9:27,DisNitrateNitrite,0.08,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
LIS,10/18/2016,9:27,DOC,2.4,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
LIS,10/18/2016,9:27,TOC,2.9,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
LIS,10/18/2016,9:27,DON,0.2,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
LIS,10/18/2016,9:27,DOP,0.1,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
LIS,10/18/2016,9:27,TOP,0.13,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
LIS,10/18/2016,9:27,DisSilica,14.6,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,10/18/2016,9:27,TSS,60,mg/L,EPA 160.2 [1]*,0,Normal Sample
LIS,10/18/2016,9:27,VSS,7,mg/L,EPA 160.4 [1]*,0,Normal Sample
LIS,10/18/2016,9:27,TDS,121,mg/L,Std Method 2540 C [1]*,0,Normal Sample
LIS,10/18/2016,9:27,TKN,0.4,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
SHR,10/19/2016,10:30,DisAmmonia,0.02,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
SHR,10/19/2016,10:30,DisCalcium,10,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,10/19/2016,10:30,DisChloride,4,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,10/19/2016,10:30,DisNitrateNitrite,0.21,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
SHR,10/19/2016,10:30,TOC,1.9,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
SHR,10/19/2016,10:30,DON,0.2,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
SHR,10/19/2016,10:30,DOP,0.05,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
SHR,10/19/2016,10:30,TOP,0.05,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
SHR,10/19/2016,10:30,DisSilica,17.4,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,10/19/2016,10:30,TSS,7,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,10/19/2016,10:30,TSS,7,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,10/19/2016,10:30,VSS,1,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,10/19/2016,10:30,VSS,1,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,10/19/2016,10:30,TDS,73,mg/L,Std Method 2540 C [1]*,0,Normal Sample
SHR,10/19/2016,10:30,TKN,0.2,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
STTD,10/31/2016,9:18,DisAmmonia,0.03,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
STTD,10/31/2016,9:18,DisCalcium,12,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
STTD,10/31/2016,9:18,DisChloride,10,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
STTD,10/31/2016,9:18,DisChloride,10,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
STTD,10/31/2016,9:18,DisNitrateNitrite,0.17,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
STTD,10/31/2016,9:18,DOC,2.3,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
STTD,10/31/2016,9:18,TOC,2.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
STTD,10/31/2016,9:18,DON,0.2,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
STTD,10/31/2016,9:18,DOP,0.09,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
STTD,10/31/2016,9:18,TOP,0.09,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
STTD,10/31/2016,9:18,DisSilica,13.5,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
STTD,10/31/2016,9:18,TSS,20,mg/L,EPA 160.2 [1]*,0,Normal Sample
STTD,10/31/2016,9:18,VSS,2,mg/L,EPA 160.4 [1]*,0,Normal Sample
STTD,10/31/2016,9:18,TDS,103,mg/L,Std Method 2540 C [1]*,0,Normal Sample
STTD,10/31/2016,9:18,TKN,0.3,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
LIS,10/31/2016,11:27,DisAmmonia,0.04,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
LIS,10/31/2016,11:27,DisAmmonia,0.03,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
LIS,10/31/2016,11:27,DisCalcium,14,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,10/31/2016,11:27,DisChloride,13,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
LIS,10/31/2016,11:27,DisChloride,13,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
LIS,10/31/2016,11:27,DisNitrateNitrite,0.16,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
LIS,10/31/2016,11:27,DisNitrateNitrite,0.15,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
LIS,10/31/2016,11:27,TOC,2.9,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
LIS,10/31/2016,11:27,DOC,3.2,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
LIS,10/31/2016,11:27,DON,0.2,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
LIS,10/31/2016,11:27,DOP,0.09,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
LIS,10/31/2016,11:27,DOP,0.08,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
LIS,10/31/2016,11:27,TOP,0.16,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
LIS,10/31/2016,11:27,DisSilica,14.3,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,10/31/2016,11:27,VSS,6,mg/L,EPA 160.4 [1]*,0,Normal Sample
LIS,10/31/2016,11:27,TDS,121,mg/L,Std Method 2540 C [1]*,0,Normal Sample
LIS,10/31/2016,11:27,TSS,55,mg/L,EPA 160.2 [1]*,0,Normal Sample
LIS,10/31/2016,11:27,TKN,0.4,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
SHR,11/1/2016,10:00,DisAmmonia,0.03,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
SHR,11/1/2016,10:00,DisCalcium,13,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,11/1/2016,10:00,DisChloride,6,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,11/1/2016,10:00,DisChloride,6,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,11/1/2016,10:00,DisNitrateNitrite,0.26,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
SHR,11/1/2016,10:00,DOC,2.8,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
SHR,11/1/2016,10:00,TOC,2.8,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
SHR,11/1/2016,10:00,DON,0.2,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
SHR,11/1/2016,10:00,DOP,0.06,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
SHR,11/1/2016,10:00,TOP,0.07,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
SHR,11/1/2016,10:00,DisSilica,20.4,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,11/1/2016,10:00,TDS,97,mg/L,Std Method 2540 C [1]*,0,Normal Sample
SHR,11/1/2016,10:00,VSS,1,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,11/1/2016,10:00,VSS,1,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,11/1/2016,10:00,TSS,10,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,11/1/2016,10:00,TSS,10,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,11/1/2016,10:00,TKN,0.3,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
STTD,11/14/2016,9:00,DisAmmonia,0.01,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
STTD,11/14/2016,9:00,DisCalcium,13,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
STTD,11/14/2016,9:00,DisChloride,13,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
STTD,11/14/2016,9:00,DisChloride,13,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
STTD,11/14/2016,9:00,DisNitrateNitrite,0.09,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
STTD,11/14/2016,9:00,DOC,2.9,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
STTD,11/14/2016,9:00,TOC,2.9,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
STTD,11/14/2016,9:00,DON,0.3,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
STTD,11/14/2016,9:00,DOP,0.09,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
STTD,11/14/2016,9:00,TOP,0.07,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
STTD,11/14/2016,9:00,DisSilica,13.17,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
STTD,11/14/2016,9:00,TSS,11,mg/L,EPA 160.2 [1]*,0,Normal Sample
STTD,11/14/2016,9:00,VSS,2,mg/L,EPA 160.4 [1]*,0,Normal Sample
STTD,11/14/2016,9:00,TDS,132,mg/L,Std Method 2540 C [1]*,0,Normal Sample
STTD,11/14/2016,9:00,TKN,0.44,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
LIS,11/14/2016,10:48,DisAmmonia,0.05,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
LIS,11/14/2016,10:48,DisCalcium,19,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,11/14/2016,10:48,DisChloride,20,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
LIS,11/14/2016,10:48,DisNitrateNitrite,0.12,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
LIS,11/14/2016,10:48,DOC,5.2,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
LIS,11/14/2016,10:48,TOC,5.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
LIS,11/14/2016,10:48,DON,0.5,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
LIS,11/14/2016,10:48,DOP,0.152,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
LIS,11/14/2016,10:48,TOP,0.2,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
LIS,11/14/2016,10:48,DisSilica,15.2,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,11/14/2016,10:48,TSS,51,mg/L,EPA 160.2 [1]*,0,Normal Sample
LIS,11/14/2016,10:48,VSS,5,mg/L,EPA 160.4 [1]*,0,Normal Sample
LIS,11/14/2016,10:48,TDS,196,mg/L,Std Method 2540 C [1]*,0,Normal Sample
LIS,11/14/2016,10:48,TKN,0.7,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
SHR,11/18/2016,9:47,DisAmmonia,0.03,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
SHR,11/18/2016,9:47,DisCalcium,13,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,11/18/2016,9:47,DisChloride,6,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,11/18/2016,9:47,DisNitrateNitrite,0.18,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
SHR,11/18/2016,9:47,TOC,2.2,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
SHR,11/18/2016,9:47,DOC,2.2,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
SHR,11/18/2016,9:47,DON,0.1,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
SHR,11/18/2016,9:47,DOP,0.05,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
SHR,11/18/2016,9:47,DisSilica,20.2,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,11/18/2016,9:47,TSS,6,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,11/18/2016,9:47,VSS,1,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,11/18/2016,9:47,TDS,84,mg/L,Std Method 2540 C [1]*,0,Normal Sample
SHR,11/18/2016,9:47,TSS,6,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,11/18/2016,9:47,VSS,1,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,11/18/2016,9:47,TOP,0.061,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
SHR,11/18/2016,9:47,TKN,0.18,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
SHR,11/18/2016,9:47,TKN,0.15,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
STTD,11/28/2016,9:28,DisAmmonia,0.02,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
STTD,11/28/2016,9:28,DisCalcium,20,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
STTD,11/28/2016,9:28,DisChloride,23,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
STTD,11/28/2016,9:28,DisChloride,23,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
STTD,11/28/2016,9:28,DisNitrateNitrite,0.12,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
STTD,11/28/2016,9:28,DOC,4.6,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
STTD,11/28/2016,9:28,TOC,4.7,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
STTD,11/28/2016,9:28,DON,0.3,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
STTD,11/28/2016,9:28,DOP,0.16,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
STTD,11/28/2016,9:28,DisSilica,15.6,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
STTD,11/28/2016,9:28,VSS,2,mg/L,EPA 160.4 [1]*,0,Normal Sample
STTD,11/28/2016,9:28,TDS,216,mg/L,Std Method 2540 C [1]*,0,Normal Sample
STTD,11/28/2016,9:28,TSS,15,mg/L,EPA 160.2 [1]*,0,Normal Sample
STTD,11/28/2016,9:28,TOP,0.2,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
STTD,11/28/2016,9:28,TKN,0.4,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
STTD,11/28/2016,9:28,TKN,0.34,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
LIS,11/28/2016,11:31,DisAmmonia,0.1,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
LIS,11/28/2016,11:31,DisCalcium,32,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,11/28/2016,11:31,DisChloride,73,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
LIS,11/28/2016,11:31,DisNitrateNitrite,0.26,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
LIS,11/28/2016,11:31,DOC,6.6,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
LIS,11/28/2016,11:31,TOC,6.8,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
LIS,11/28/2016,11:31,DON,0.5,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
LIS,11/28/2016,11:31,DOP,0.7,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
LIS,11/28/2016,11:31,DisSilica,19.7,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,11/28/2016,11:31,VSS,4,mg/L,EPA 160.4 [1]*,0,Normal Sample
LIS,11/28/2016,11:31,TDS,424,mg/L,Std Method 2540 C [1]*,0,Normal Sample
LIS,11/28/2016,11:31,TSS,31,mg/L,EPA 160.2 [1]*,0,Normal Sample
LIS,11/28/2016,11:31,TOP,0.54,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
LIS,11/28/2016,11:31,TKN,0.85,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
LIS,11/28/2016,11:31,TKN,0.63,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
SHR,11/29/2016,10:15,DisAmmonia,0.01,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
SHR,11/29/2016,10:15,DisCalcium,13,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,11/29/2016,10:15,DisChloride,5,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,11/29/2016,10:15,DisNitrateNitrite,0.25,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
SHR,11/29/2016,10:15,DOC,2.7,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
SHR,11/29/2016,10:15,TOC,2.7,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
SHR,11/29/2016,10:15,DON,0.1,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
SHR,11/29/2016,10:15,DOP,0.39,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
SHR,11/29/2016,10:15,DisSilica,22.8,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,11/29/2016,10:15,VSS,2,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,11/29/2016,10:15,VSS,2,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,11/29/2016,10:15,TSS,24,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,11/29/2016,10:15,TSS,24,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,11/29/2016,10:15,TDS,108,mg/L,Std Method 2540 C [1]*,0,Normal Sample
SHR,11/29/2016,10:15,TOP,0.1,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
SHR,11/29/2016,10:15,TKN,0.28,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
SHR,11/29/2016,10:15,TKN,0.15,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
STTD,12/13/2016,9:17,DisAmmonia,0.09,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
STTD,12/13/2016,9:17,DisCalcium,31,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
STTD,12/13/2016,9:17,DisChloride,53,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
STTD,12/13/2016,9:17,DisNitrateNitrite,2.23,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
STTD,12/13/2016,9:17,DOC,6.4,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
STTD,12/13/2016,9:17,TOC,6.7,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
STTD,12/13/2016,9:17,DON,0.7,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
STTD,12/13/2016,9:17,DOP,0.38,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
STTD,12/13/2016,9:17,TOP,0.52,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
STTD,12/13/2016,9:17,DisSilica,24.8,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
STTD,12/13/2016,9:17,TSS,22,mg/L,EPA 160.2 [1]*,0,Normal Sample
STTD,12/13/2016,9:17,VSS,3,mg/L,EPA 160.4 [1]*,0,Normal Sample
STTD,12/13/2016,9:17,TDS,333,mg/L,Std Method 2540 C [1]*,0,Normal Sample
STTD,12/13/2016,9:17,TKN,0.9,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
LIS,12/13/2016,12:39,DisAmmonia,0.15,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
LIS,12/13/2016,12:39,DisCalcium,30,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,12/13/2016,12:39,DisChloride,47,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
LIS,12/13/2016,12:39,DisNitrateNitrite,0.48,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
LIS,12/13/2016,12:39,DOC,7,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
LIS,12/13/2016,12:39,TOC,7.5,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
LIS,12/13/2016,12:39,DON,0.8,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
LIS,12/13/2016,12:39,DOP,0.32,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
LIS,12/13/2016,12:39,TOP,0.43,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
LIS,12/13/2016,12:39,DisSilica,23.6,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
LIS,12/13/2016,12:39,TSS,52,mg/L,EPA 160.2 [1]*,0,Normal Sample
LIS,12/13/2016,12:39,VSS,7,mg/L,EPA 160.4 [1]*,0,Normal Sample
LIS,12/13/2016,12:39,TDS,325,mg/L,Std Method 2540 C [1]*,0,Normal Sample
LIS,12/13/2016,12:39,TKN,1,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
SHR,12/14/2016,8:28,DisAmmonia,0.02,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
SHR,12/14/2016,8:28,DisCalcium,10,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,12/14/2016,8:28,DisChloride,3,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,12/14/2016,8:28,DisChloride,3,mg/L,EPA 300.0 28d Hold [1]*,0,Normal Sample
SHR,12/14/2016,8:28,DisNitrateNitrite,0.23,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,0,Normal Sample
SHR,12/14/2016,8:28,TOC,4.3,mg/L as C,EPA 415.1 (T) Ox [PS-3]*,0,Normal Sample
SHR,12/14/2016,8:28,DOC,3.5,mg/L as C,EPA 415.1 (D) Ox [PS-3]*,0,Normal Sample
SHR,12/14/2016,8:28,DON,0.2,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,0,Normal Sample
SHR,12/14/2016,8:28,DOP,0.03,mg/L as P,EPA 365.1 (DWR Modified) [1]*,0,Normal Sample
SHR,12/14/2016,8:28,TOP,0.12,mg/L as P,EPA 365.4 [1]*,0,Normal Sample
SHR,12/14/2016,8:28,DisSilica,18,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
SHR,12/14/2016,8:28,TDS,57,mg/L,Std Method 2540 C [1]*,0,Normal Sample
SHR,12/14/2016,8:28,TSS,95,mg/L,EPA 160.2 [1]*,0,Normal Sample
SHR,12/14/2016,8:28,VSS,11,mg/L,EPA 160.4 [1]*,0,Normal Sample
SHR,12/14/2016,8:28,TKN,0.4,mg/L as N,EPA 351.2 [1]*,0,Normal Sample
SHR,12/21/2016,8:11,DisAmmonia,0.02,mg/L as N,EPA 350.1 [1]*,0,Normal Sample
SHR,12/21/2016,8:11,DisCalcium,10,mg/L,EPA 200.7 (D) [1]*,0,Normal Sample
