Date,Time,StationCode,StationCode_original,Purpose,Depth,VolumeReceived,VolumeAnalyzed,PercentOfSampleCounted,FieldOfView,Slide_ChamberArea,AreaCounted,NumberOf FieldsCounted,Factor,BSA_TaxonID,Taxon,Diatom/SoftBody,Genus,Species,Synonym,UnitAbundance,NumberOfTotalCells,Colony_Filament_IndividualGroupCode,Comments,Shape,Biovolume1,Biovolume2,Biovolume3,Biovolume4,Biovolume5,Biovolume6,Biovolume7,Biovolume8,Biovolume9,Biovolume10,avg biovolume,Biovolume Density
10/31/2016,1:18,STTD,STTD,Normal,NA,67,1,0.014925373,0.069746499,314.159,0.348732495,5,900.8595543,1037,Chlorella sp.,Soft Body,Chlorella,sp.,NA,1,1,i,Moderate sediment and detritus.,sphere,26.52182638,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.52182638,23892.44069
10/31/2016,1:18,STTD,STTD,Normal,NA,67,1,0.014925373,0.069746499,314.159,0.348732495,5,900.8595543,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,475,1060,c,Moderate sediment and detritus.,sphere,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.065449792,0.065449792,0.065449792,0.065449792,0.065449792,0.16676607,159246.7755
10/31/2016,1:18,STTD,STTD,Normal,NA,67,1,0.014925373,0.069746499,314.159,0.348732495,5,900.8595543,1430,Cylindrospermopsis sp.,Soft Body,Cylindrospermopsis,sp.,NA,2,13,f,Moderate sediment and detritus.,cylinder,28.91990674,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.91990674,338686.0659
10/31/2016,1:18,STTD,STTD,Normal,NA,67,1,0.014925373,0.069746499,314.159,0.348732495,5,900.8595543,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,NA,1,6,f,Moderate sediment and detritus.,cylinder,1.208726752,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.208726752,6533.358258
10/31/2016,1:18,STTD,STTD,Normal,NA,67,1,0.014925373,0.069746499,314.159,0.348732495,5,900.8595543,1519,Snowella sp.,Soft Body,Snowella,sp.,NA,1,9,c,Moderate sediment and detritus.,sphere,0.381703185,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381703185,3094.74865
10/31/2016,1:18,STTD,STTD,Normal,NA,67,1,0.014925373,0.069746499,314.159,0.348732495,5,900.8595543,1588,Trachelomonas sp.,Soft Body,Trachelomonas,sp.,NA,1,1,i,Moderate sediment and detritus.,ellipsoid,982.2181135,NA,NA,NA,NA,NA,NA,NA,NA,NA,982.2181135,884840.572
10/4/2016,3:33,STTD,STTD,Normal,NA,64,1,0.015625,0.069746499,314.159,0.348732495,5,900.8595543,538,Melosira sp.,Diatom,Melosira,sp.,NA,1,1,i,Fragment.,cylinder,4972.842446,NA,NA,NA,NA,NA,NA,NA,NA,NA,4972.842446,4479832.63
10/4/2016,3:33,STTD,STTD,Normal,NA,64,1,0.015625,0.069746499,314.159,0.348732495,5,900.8595543,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,1,i,NA,prism on parallelogram,52.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.022,46864.51573
10/4/2016,3:33,STTD,STTD,Normal,NA,64,1,0.015625,0.069746499,314.159,0.348732495,5,900.8595543,1761,Drepanochloris nannoselene,Soft Body,Drepanochloris,nannoselene,NA,2,2,i,NA,cylinder + 2 cones,23.67462954,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.67462954,42655.03243
10/4/2016,3:33,STTD,STTD,Normal,NA,64,1,0.015625,0.069746499,314.159,0.348732495,5,900.8595543,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,1,1,i,NA,cone + half sphere,122.7772642,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.7772642,110605.0715
10/4/2016,3:33,STTD,STTD,Normal,NA,64,1,0.015625,0.069746499,314.159,0.348732495,5,900.8595543,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,457,974,c,NA,sphere,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.065449792,0.065449792,0.065449792,0.065449792,0.065449792,0.16676607,146326.7541
10/4/2016,3:33,STTD,STTD,Normal,NA,64,1,0.015625,0.069746499,314.159,0.348732495,5,900.8595543,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,NA,1,8,c,NA,cube,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.729,5253.812921
10/4/2016,3:33,STTD,STTD,Normal,NA,64,1,0.015625,0.069746499,314.159,0.348732495,5,900.8595543,1526,Synechococcus sp.,Soft Body,Synechococcus,sp.,NA,9,9,i,NA,sphere,1.767144375,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.767144375,14327.54005
11/1/2016,2:00,SHR,SHR,Normal,NA,66,3,0.045454545,0.069746499,314.159,0.418478994,6,250.2387651,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,1,1,i,Girdle view. Low sediment and detritus. Sample contains mucilaginous detritus.,cylinder,185.8250485,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.8250485,46500.63066
11/1/2016,2:00,SHR,SHR,Normal,NA,66,3,0.045454545,0.069746499,314.159,0.418478994,6,250.2387651,278,Diatoma vulgaris,Diatom,Diatoma,vulgaris,NA,1,1,i,Low sediment and detritus. Sample contains mucilaginous detritus.,elliptic prism,2918.757021,NA,NA,NA,NA,NA,NA,NA,NA,NA,2918.757021,730386.1526
11/1/2016,2:00,SHR,SHR,Normal,NA,66,3,0.045454545,0.069746499,314.159,0.418478994,6,250.2387651,373,Fragilaria brevistriata,Diatom,Fragilaria,brevistriata,NA,1,1,i,Low sediment and detritus. Sample contains mucilaginous detritus.,elliptic prism,392.4976882,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.4976882,98218.1368
11/1/2016,2:00,SHR,SHR,Normal,NA,66,3,0.045454545,0.069746499,314.159,0.418478994,6,250.2387651,713,Nitzschia inconspicua,Diatom,Nitzschia,inconspicua,NA,5,5,i,Low sediment and detritus. Sample contains mucilaginous detritus.,prism on parallelogram,37.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.74,47220.05497
11/1/2016,2:00,SHR,SHR,Normal,NA,66,3,0.045454545,0.069746499,314.159,0.418478994,6,250.2387651,874,Rhoicosphenia abbreviata,Diatom,Rhoicosphenia,abbreviata,NA,1,1,i,Low sediment and detritus. Sample contains mucilaginous detritus.,gomphonemoid,173.7770509,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.7770509,43485.75462
11/1/2016,2:00,SHR,SHR,Normal,NA,66,3,0.045454545,0.069746499,314.159,0.418478994,6,250.2387651,1037,Chlorella sp.,Soft Body,Chlorella,sp.,NA,8,8,i,Low sediment and detritus. Sample contains mucilaginous detritus.,sphere,11.49403061,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.49403061,23010.01621
11/1/2016,2:00,SHR,SHR,Normal,NA,66,3,0.045454545,0.069746499,314.159,0.418478994,6,250.2387651,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,423,942,c,Low sediment and detritus. Sample contains mucilaginous detritus.,sphere,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.065449792,0.065449792,0.065449792,0.065449792,0.065449792,0.16676607,39310.91785
11/1/2016,2:00,SHR,SHR,Normal,NA,66,3,0.045454545,0.069746499,314.159,0.418478994,6,250.2387651,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,NA,8,80,f,Low sediment and detritus. Sample contains mucilaginous detritus.,cylinder,1.208726752,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.208726752,24197.62318
11/18/2016,1:47,SHR,SHR,Normal,NA,65,3,0.046153846,0.069746499,314.159,0.836957988,12,125.1193825,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,NA,1,1,i,NA,prism on parallelogram,190.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.291,23809.09242
11/18/2016,1:47,SHR,SHR,Normal,NA,65,3,0.046153846,0.069746499,314.159,0.836957988,12,125.1193825,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,NA,2,2,i,NA,cone + half sphere,133.838279,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.838279,33491.52565
11/18/2016,1:47,SHR,SHR,Normal,NA,65,3,0.046153846,0.069746499,314.159,0.836957988,12,125.1193825,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,401,901,c,NA,sphere,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.065449792,0.065449792,0.065449792,0.065449792,0.065449792,0.16676607,18799.96654
11/18/2016,1:47,SHR,SHR,Normal,NA,65,3,0.046153846,0.069746499,314.159,0.836957988,12,125.1193825,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,NA,10,10,i,NA,sphere,3.05362548,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05362548,3820.677344
10/4/2016,2:31,LIS,LIS,Normal,NA,65,0.5,0.007692308,0.069746499,314.159,0.348732495,5,1801.719109,191,cf. Cyclotella spp.,Diatom,Cyclotella,spp.,NA,12,12,i,Obscured by detritus. High sediment and moderate detritus. Sample contains mucilaginous detritus.,cylinder,113.2983018,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.2983018,2449580.584
10/4/2016,2:31,LIS,LIS,Normal,NA,65,0.5,0.007692308,0.069746499,314.159,0.348732495,5,1801.719109,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,NA,1,1,i,High sediment and moderate detritus. Sample contains mucilaginous detritus.,prism on parallelogram,103.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.474,186431.0831
10/4/2016,2:31,LIS,LIS,Normal,NA,65,0.5,0.007692308,0.069746499,314.159,0.348732495,5,1801.719109,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,2,2,i,Obscured by detritus. High sediment and moderate detritus. Sample contains mucilaginous detritus.,prism on parallelogram,11.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.115,40052.21579
10/4/2016,2:31,LIS,LIS,Normal,NA,65,0.5,0.007692308,0.069746499,314.159,0.348732495,5,1801.719109,895,cf. Skeletonema sp.,Diatom,Skeletonema,sp.,NA,1,1,i,High sediment and moderate detritus. Sample contains mucilaginous detritus.,cylinder + 2 half spheres,68.34843204,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.34843204,123144.6761
10/4/2016,2:31,LIS,LIS,Normal,NA,65,0.5,0.007692308,0.069746499,314.159,0.348732495,5,1801.719109,1038,Chlorella spp.,Soft Body,Chlorella,spp.,NA,17,17,i,High sediment and moderate detritus. Sample contains mucilaginous detritus.,sphere,11.49403061,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.49403061,352053.248
10/4/2016,2:31,LIS,LIS,Normal,NA,65,0.5,0.007692308,0.069746499,314.159,0.348732495,5,1801.719109,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,5,5,i,High sediment and moderate detritus. Sample contains mucilaginous detritus.,cone + half sphere,112.8223509,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.8223509,1016370.928
10/4/2016,2:31,LIS,LIS,Normal,NA,65,0.5,0.007692308,0.069746499,314.159,0.348732495,5,1801.719109,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,643,1391,c,High sediment and moderate detritus. Sample contains mucilaginous detritus.,sphere,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.065449792,0.065449792,0.065449792,0.065449792,0.065449792,0.16676607,417947.6693
10/4/2016,2:31,LIS,LIS,Normal,NA,65,0.5,0.007692308,0.069746499,314.159,0.348732495,5,1801.719109,1519,Snowella sp.,Soft Body,Snowella,sp.,NA,2,10,c,High sediment and moderate detritus. Sample contains mucilaginous detritus.,sphere,0.381703185,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381703185,6877.219224
11/14/2016,1:00,STTD,STTD,Normal,NA,65,1,0.015384615,0.069746499,314.159,0.906704487,13,346.4844439,693,Nitzschia dissipata,Diatom,Nitzschia,dissipata,NA,1,1,i,NA,prism on parallelogram,190.291,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.291,65932.87131
11/14/2016,1:00,STTD,STTD,Normal,NA,65,1,0.015384615,0.069746499,314.159,0.906704487,13,346.4844439,1677,Nitzschia cf. incerta,Diatom,Nitzschia,incerta,NA,1,1,i,NA,prism on parallelogram,305.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,305.805,105956.6754
11/14/2016,1:00,STTD,STTD,Normal,NA,65,1,0.015384615,0.069746499,314.159,0.906704487,13,346.4844439,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,2,2,i,NA,prism on parallelogram,23.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.465,16260.51495
11/14/2016,1:00,STTD,STTD,Normal,NA,65,1,0.015384615,0.069746499,314.159,0.906704487,13,346.4844439,1005,cf. Ulnaria sp.,Diatom,Ulnaria,sp.,NA,1,1,i,Fragment.,elliptic prism,279.5543862,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.5543862,96861.24604
11/14/2016,1:00,STTD,STTD,Normal,NA,65,1,0.015384615,0.069746499,314.159,0.906704487,13,346.4844439,1031,cf. Chlamydomonas sp.,Soft Body,Chlamydomonas,sp.,NA,1,1,i,NA,sphere,57.90578688,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.90578688,20063.45437
11/14/2016,1:00,STTD,STTD,Normal,NA,65,1,0.015384615,0.069746499,314.159,0.906704487,13,346.4844439,1349,Cryptomonas ovata,Soft Body,Cryptomonas,ovata,NA,1,1,i,NA,prolate spheroid,1538.122464,NA,NA,NA,NA,NA,NA,NA,NA,NA,1538.122464,532935.5066
11/14/2016,1:00,STTD,STTD,Normal,NA,65,1,0.015384615,0.069746499,314.159,0.906704487,13,346.4844439,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,423,930,c,NA,sphere,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.065449792,0.065449792,0.065449792,0.065449792,0.065449792,0.16676607,53737.11943
11/14/2016,1:00,STTD,STTD,Normal,NA,65,1,0.015384615,0.069746499,314.159,0.906704487,13,346.4844439,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,NA,1,20,f,NA,cylinder,0.40212352,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40212352,2786.590884
11/14/2016,1:00,STTD,STTD,Normal,NA,65,1,0.015384615,0.069746499,314.159,0.906704487,13,346.4844439,1526,cf. Synechococcus sp.,Soft Body,Synechococcus,sp.,NA,4,4,i,NA,sphere,3.05362548,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05362548,4232.134905
11/28/2016,1:28,STTD,STTD,Normal,NA,60,2,0.033333333,0.069746499,314.159,0.348732495,5,450.4297771,91,Aulacoseira granulata,Diatom,Aulacoseira,granulata,NA,10,10,c,Moderate sediment and detritus.,cylinder,1036.501647,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036.501647,4668712.058
11/28/2016,1:28,STTD,STTD,Normal,NA,60,2,0.033333333,0.069746499,314.159,0.348732495,5,450.4297771,191,Cyclotella spp.,Diatom,Cyclotella,spp.,NA,6,6,i,Obscured by detritus. Moderate sediment and detritus.,cylinder,152.6420041,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.6420041,412527.0233
11/28/2016,1:28,STTD,STTD,Normal,NA,60,2,0.033333333,0.069746499,314.159,0.348732495,5,450.4297771,975,Fragilaria tenera,Diatom,Fragilaria,tenera,NA,1,1,i,Moderate sediment and detritus.,elliptic prism,232.3142973,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.3142973,104641.2771
11/28/2016,1:28,STTD,STTD,Normal,NA,60,2,0.033333333,0.069746499,314.159,0.348732495,5,450.4297771,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,3,3,i,Moderate sediment and detritus.,prism on parallelogram,39.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.368,53197.55839
11/28/2016,1:28,STTD,STTD,Normal,NA,60,2,0.033333333,0.069746499,314.159,0.348732495,5,450.4297771,1038,Chlorella spp.,Soft Body,Chlorella,spp.,NA,11,11,i,Moderate sediment and detritus.,sphere,26.52182638,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.52182638,131408.4238
11/28/2016,1:28,STTD,STTD,Normal,NA,60,2,0.033333333,0.069746499,314.159,0.348732495,5,450.4297771,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,NA,1,1,i,Moderate sediment and detritus.,2 cones,34.96851469,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.96851469,15750.86028
11/28/2016,1:28,STTD,STTD,Normal,NA,60,2,0.033333333,0.069746499,314.159,0.348732495,5,450.4297771,1828,Tetrastrum cf. triangulare,Soft Body,Tetrastrum,triangulare,NA,1,4,c,Moderate sediment and detritus.,sphere,26.52182638,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.52182638,47784.88138
11/28/2016,1:28,STTD,STTD,Normal,NA,60,2,0.033333333,0.069746499,314.159,0.348732495,5,450.4297771,1347,Cryptomonas cf. marssonii,Soft Body,Cryptomonas,marssonii,NA,1,1,i,Moderate sediment and detritus.,prolate spheroid,1884.954,NA,NA,NA,NA,NA,NA,NA,NA,NA,1884.954,849039.4101
11/28/2016,1:28,STTD,STTD,Normal,NA,60,2,0.033333333,0.069746499,314.159,0.348732495,5,450.4297771,1733,cf. Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,NA,6,6,i,Moderate sediment and detritus.,cone + half sphere,172.0334684,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.0334684,464933.981
11/28/2016,1:28,STTD,STTD,Normal,NA,60,2,0.033333333,0.069746499,314.159,0.348732495,5,450.4297771,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,428,958,c,Moderate sediment and detritus.,sphere,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.065449792,0.065449792,0.065449792,0.065449792,0.065449792,0.16676607,71961.51457
11/28/2016,1:28,STTD,STTD,Normal,NA,60,2,0.033333333,0.069746499,314.159,0.348732495,5,450.4297771,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,NA,1,16,f,Moderate sediment and detritus.,cylinder,1.208726752,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.208726752,8711.144344
10/18/2016,6:15,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.69746499,10,900.8595543,95,Aulacoseira sp.,Diatom,Aulacoseira,sp.,NA,2,2,i,Fragment. High sediment and detritus.,cylinder,116.867148,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.867148,210561.7737
10/18/2016,6:15,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.69746499,10,900.8595543,145,Cocconeis placentula,Diatom,Cocconeis,placentula,NA,2,2,i,High sediment and detritus.,elliptic prism,359.1198653,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.1198653,647033.1236
10/18/2016,6:15,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.69746499,10,900.8595543,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,4,4,i,High sediment and detritus.,cylinder,122.7772642,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.7772642,442420.286
10/18/2016,6:15,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.69746499,10,900.8595543,750,Nitzschia spp.,Diatom,Nitzschia,spp.,NA,2,2,i,High sediment and detritus.,prism on parallelogram,215.6175,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.6175,388482.1699
10/18/2016,6:15,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.69746499,10,900.8595543,1005,cf. Ulnaria sp.,Diatom,Ulnaria,sp.,NA,1,1,i,Fragment. High sediment and detritus.,elliptic prism,238.6964374,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.6964374,215031.9662
10/18/2016,6:15,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.69746499,10,900.8595543,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,NA,1,1,i,High sediment and detritus.,cone + half sphere,335.1165469,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.1165469,301892.9431
10/18/2016,6:15,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.69746499,10,900.8595543,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,418,944,c,High sediment and detritus.,sphere,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.065449792,0.065449792,0.065449792,0.065449792,0.065449792,0.16676607,141819.7698
10/18/2016,6:15,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.69746499,10,900.8595543,1709,cf. Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,NA,1,51,f,High sediment and detritus.,cylinder,0.572554778,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572554778,26305.36355
10/31/2016,3:27,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.488225493,7,1286.94222,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,NA,2,2,i,High sediment and detritus.,cylinder,380.4025667,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.4025667,979112.2474
10/31/2016,3:27,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.488225493,7,1286.94222,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,2,2,i,High sediment and detritus.,prism on parallelogram,23.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.465,60396.19838
10/31/2016,3:27,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.488225493,7,1286.94222,749,Nitzschia sp.,Diatom,Nitzschia,sp.,NA,1,1,i,Fragment. High sediment and detritus.,prism on parallelogram,126.6325,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.6325,162968.7107
10/31/2016,3:27,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.488225493,7,1286.94222,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,NA,1,1,i,High sediment and detritus.,sphere,26.52182638,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.52182638,34132.05812
10/31/2016,3:27,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.488225493,7,1286.94222,1365,Rhodomonas lacustris,Soft Body,Rhodomonas,lacustris,NA,1,1,i,High sediment and detritus.,cone + half sphere,567.7104457,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.7104457,730610.5413
10/31/2016,3:27,LIS,LIS,Normal,NA,64,0.5,0.0078125,0.069746499,314.159,0.488225493,7,1286.94222,1419,Chroococcus microscopicus,Soft Body,Chroococcus,microscopicus,NA,468,1041,c,High sediment and detritus.,sphere,0.268082347,0.268082347,0.268082347,0.268082347,0.268082347,0.065449792,0.065449792,0.065449792,0.065449792,0.065449792,0.16676607,223417.6458
