Station Code,Date,Time,WaterTemperature,SecchiDiskDepth,EC,SpCnd,pH,DO,Turbidity,ZoopNetType,150_ZoopStartMeter,150_ZoopEndMeter,FlowMeterSpeed,VolMeso,SubMeso,VolMicro,SubMicro,50_ZoopStartMeter,50_ZoopEndMeter,50_SubMeso,50_VolMicro,50_SubMicro,50_VolMeso,Count,Subsample#,OrganismID,Classification,Organism,ZoopsData,50_ZoopsData
STTD,10/4/2016,11:33,16.3,0.23,166,199,7.23,8.33,35.60,150,959962,961000,Low,85,0.2,85,0.5,998795,999000,84,0.2,84,0.4,214,1,64,Calanoids,Calanoid copepodids,TRUE,TRUE
STTD,10/4/2016,11:33,16.3,0.23,166,199,7.23,8.33,35.60,150,959962,961000,Low,85,0.2,85,0.5,998795,999000,84,0.2,84,0.4,3,1,23,Calanoids,Pseudodiaptomus forbesi adult,TRUE,TRUE
STTD,10/4/2016,11:33,16.3,0.23,166,199,7.23,8.33,35.60,150,959962,961000,Low,85,0.2,85,0.5,998795,999000,84,0.2,84,0.4,2,1,43,Cladocera,Alona,TRUE,TRUE
STTD,10/4/2016,11:33,16.3,0.23,166,199,7.23,8.33,35.60,150,959962,961000,Low,85,0.2,85,0.5,998795,999000,84,0.2,84,0.4,3,1,35,Cladocera,Bosmina,TRUE,TRUE
STTD,10/4/2016,11:33,16.3,0.23,166,199,7.23,8.33,35.60,150,959962,961000,Low,85,0.2,85,0.5,998795,999000,84,0.2,84,0.4,1,1,39,Cladocera,Camptocercus,TRUE,TRUE
STTD,10/4/2016,11:33,16.3,0.23,166,199,7.23,8.33,35.60,150,959962,961000,Low,85,0.2,85,0.5,998795,999000,84,0.2,84,0.4,2,1,36,Cladocera,Ceriodaphnia,TRUE,TRUE
STTD,10/4/2016,11:33,16.3,0.23,166,199,7.23,8.33,35.60,150,959962,961000,Low,85,0.2,85,0.5,998795,999000,84,0.2,84,0.4,3,1,41,Cladocera,Diaphanosoma,TRUE,TRUE
STTD,10/4/2016,11:33,16.3,0.23,166,199,7.23,8.33,35.60,150,959962,961000,Low,85,0.2,85,0.5,998795,999000,84,0.2,84,0.4,1,1,113,Cladocera,Monospilus,TRUE,TRUE
STTD,10/4/2016,11:33,16.3,0.23,166,199,7.23,8.33,35.60,150,959962,961000,Low,85,0.2,85,0.5,998795,999000,84,0.2,84,0.4,1,1,46,Harpacticoids,Harpacticoids,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,50,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,77,1,1,Microzooplankton & Nauplii,Rotifers,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,50,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,43,1,3,Microzooplankton & Nauplii,Copepod nauplii,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,50,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,9,1,8,Cyclopoids,Cyclopoid copepodid,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,50,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,1,1,64,Calanoids,Calanoid copepodids,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,50,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,1,1,35,Cladocera,Bosmina,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,50,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,1,1,38,Cladocera,Chydorus,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,50,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,1,1,113,Cladocera,Monospilus,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,34,1,1,Microzooplankton & Nauplii,Rotifers,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,3,1,3,Microzooplankton & Nauplii,Copepod nauplii,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,2,1,6,Microzooplankton & Nauplii,Ostracods,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,5,1,10,Cyclopoids,Acanthocyclops vernalis adult,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,65,1,8,Cyclopoids,Cyclopoid copepodid,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,3,1,108,Cyclopoids,Diacyclops thomasi,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,2,1,90,Cyclopoids,Eucyclops spp.,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,2,1,84,Cyclopoids,Microcyclops rubellus,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,10,1,64,Calanoids,Calanoid copepodids,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,6,1,43,Cladocera,Alona,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,2,1,92,Cladocera,Alonella,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,45,1,35,Cladocera,Bosmina,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,3,1,39,Cladocera,Camptocercus,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,6,1,36,Cladocera,Ceriodaphnia,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,7,1,38,Cladocera,Chydorus,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,15,1,41,Cladocera,Diaphanosoma,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,2,1,93,Cladocera,Eurycerus,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,2,1,44,Cladocera,Ilyocryptus,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,2,1,45,Cladocera,Macrothrix,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,5,1,99,Cladocera,Moina,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,20,1,113,Cladocera,Monospilus,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,1,1,88,Cladocera,Picripleuroxus,TRUE,TRUE
SHR,10/5/2016,10:25,16.04,2.1,94,113,7.68,10.15,4.60,150,957904,960000,Low,59,9,59,9,998458,999000,62,1,62,1,2,1,46,Harpacticoids,Harpacticoids,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,225,1,1,Microzooplankton & Nauplii,Rotifers,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,133,1,3,Microzooplankton & Nauplii,Copepod nauplii,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,2,1,6,Microzooplankton & Nauplii,Ostracods,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,5,1,10,Cyclopoids,Acanthocyclops vernalis adult,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,37,1,8,Cyclopoids,Cyclopoid copepodid,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,3,1,90,Cyclopoids,Eucyclops spp.,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,3,1,104,Cyclopoids,Mesocyclops edax,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,84,Cyclopoids,Microcyclops rubellus,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,80,Calanoids,Skistodiaptomus pallidus adult,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,12,1,43,Cladocera,Alona,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,5,1,92,Cladocera,Alonella,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,4,1,35,Cladocera,Bosmina,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,36,Cladocera,Ceriodaphnia,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,25,1,38,Cladocera,Chydorus,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,37,Cladocera,Daphnia,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,2,1,41,Cladocera,Diaphanosoma,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,113,Cladocera,Monospilus,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,2,1,88,Cladocera,Picripleuroxus,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,103,Cladocera,Simocephalus,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,50,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,3,1,46,Harpacticoids,Harpacticoids,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,21,1,1,Microzooplankton & Nauplii,Rotifers,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,8,1,3,Microzooplankton & Nauplii,Copepod nauplii,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,2,1,6,Microzooplankton & Nauplii,Ostracods,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,37,1,8,Cyclopoids,Cyclopoid copepodid,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,2,1,90,Cyclopoids,Eucyclops spp.,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,5,1,84,Cyclopoids,Microcyclops rubellus,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,4,1,64,Calanoids,Calanoid copepodids,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,43,Cladocera,Alona,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,8,1,92,Cladocera,Alonella,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,20,1,35,Cladocera,Bosmina,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,10,1,36,Cladocera,Ceriodaphnia,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,7,1,38,Cladocera,Chydorus,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,41,Cladocera,Diaphanosoma,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,102,Cladocera,Disparalona,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,2,1,93,Cladocera,Eurycerus,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,86,Cladocera,Kurzia,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,45,Cladocera,Macrothrix,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,8,1,95,Cladocera,Monospilus,TRUE,TRUE
SHR,10/19/2016,10:30,15.6,1.7,98,117,7.17,9.77,5.24,150,953443,956000,Low,77,3.1,77,3.1,998288,999000,90,3,90,1,1,1,103,Cladocera,Simocephalus,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,37,1,1,Microzooplankton & Nauplii,Rotifers,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,323,1,3,Microzooplankton & Nauplii,Copepod nauplii,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,4,1,6,Microzooplankton & Nauplii,Ostracods,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,1,1,7,Cyclopoids,Cyclopoid adult,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,27,1,8,Cyclopoids,Cyclopoid copepodid,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,8,1,16,Cyclopoids,Limnoithona tetraspina,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,1,1,104,Cyclopoids,Mesocyclops edax,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,172,1,64,Calanoids,Calanoid copepodids,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,8,1,23,Calanoids,Pseudodiaptomus forbesi adult,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,2,1,27,Calanoids,Sinocalanus doerrii adult,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,2,1,43,Cladocera,Alona,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,1,1,35,Cladocera,Bosmina,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,9,1,36,Cladocera,Ceriodaphnia,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,1,1,38,Cladocera,Chydorus,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,1,1,41,Cladocera,Diaphanosoma,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,50,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,8,1,46,Harpacticoids,Harpacticoids,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,150,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,20,1,1,Microzooplankton & Nauplii,Rotifers,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,150,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,282,1,3,Microzooplankton & Nauplii,Copepod nauplii,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,150,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,12,1,6,Microzooplankton & Nauplii,Ostracods,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,150,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,5,1,8,Cyclopoids,Cyclopoid copepodid,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,150,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,182,1,64,Calanoids,Calanoid copepodids,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,150,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,7,1,23,Calanoids,Pseudodiaptomus forbesi adult,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,150,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,1,1,43,Cladocera,Alona,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,150,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,1,1,39,Cladocera,Camptocercus,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,150,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,9,1,36,Cladocera,Ceriodaphnia,TRUE,TRUE
STTD,10/18/2016,9:13,17.03,0.3,153,180,7.35,8.81,27.70,150,956713,958000,Low,55,0.2,55,1.4,998718,999000,93,1,93,0.3,1,1,38,Cladocera,Chydorus,TRUE,TRUE
SHR,11/29/2016,10:15,10.3,0.75,115,161,7.42,10.07,12.60,50,941483,944000,Low,120,0.7,120,0.7,993629,994000,107,0.4,107,0.4,179,1,1,Microzooplankton & Nauplii,Rotifers,TRUE,TRUE
SHR,11/29/2016,10:15,10.3,0.75,115,161,7.42,10.07,12.60,50,941483,944000,Low,120,0.7,120,0.7,993629,994000,107,0.4,107,0.4,122,1,3,Microzooplankton & Nauplii,Copepod nauplii,TRUE,TRUE
